date_key,full_date,day_of_week,day_name,month,month_name,quarter,year,fiscal_period,fiscal_year,is_weekend,is_holiday
20241023,2024-10-23,3,Wednesday,10,October,4,2024,FY2024-P10,2024,False,N
20241024,2024-10-24,4,Thursday,10,October,4,2024,FY2024-P10,2024,False,N
20241025,2024-10-25,5,Friday,10,October,4,2024,FY2024-P10,2024,False,N
20241026,2024-10-26,6,Saturday,10,October,4,2024,FY2024-P10,2024,True,N
20241027,2024-10-27,7,Sunday,10,October,4,2024,FY2024-P10,2024,True,N
20241028,2024-10-28,1,Monday,10,October,4,2024,FY2024-P10,2024,False,N
20241029,2024-10-29,2,Tuesday,10,October,4,2024,FY2024-P10,2024,False,N
20241030,2024-10-30,3,Wednesday,10,October,4,2024,FY2024-P10,2024,False,N
20241031,2024-10-31,4,Thursday,10,October,4,2024,FY2024-P10,2024,False,N
20241101,2024-11-01,5,Friday,11,November,4,2024,FY2024-P11,2024,False,N
20241102,2024-11-02,6,Saturday,11,November,4,2024,FY2024-P11,2024,True,N
20241103,2024-11-03,7,Sunday,11,November,4,2024,FY2024-P11,2024,True,N
20241104,2024-11-04,1,Monday,11,November,4,2024,FY2024-P11,2024,False,N
20241105,2024-11-05,2,Tuesday,11,November,4,2024,FY2024-P11,2024,False,N
20241106,2024-11-06,3,Wednesday,11,November,4,2024,FY2024-P11,2024,False,N
20241107,2024-11-07,4,Thursday,11,November,4,2024,FY2024-P11,2024,False,N
20241108,2024-11-08,5,Friday,11,November,4,2024,FY2024-P11,2024,False,N
20241109,2024-11-09,6,Saturday,11,November,4,2024,FY2024-P11,2024,True,N
20241110,2024-11-10,7,Sunday,11,November,4,2024,FY2024-P11,2024,True,N
20241111,2024-11-11,1,Monday,11,November,4,2024,FY2024-P11,2024,False,N
20241112,2024-11-12,2,Tuesday,11,November,4,2024,FY2024-P11,2024,False,N
20241113,2024-11-13,3,Wednesday,11,November,4,2024,FY2024-P11,2024,False,N
20241114,2024-11-14,4,Thursday,11,November,4,2024,FY2024-P11,2024,False,N
20241115,2024-11-15,5,Friday,11,November,4,2024,FY2024-P11,2024,False,N
20241116,2024-11-16,6,Saturday,11,November,4,2024,FY2024-P11,2024,True,N
20241117,2024-11-17,7,Sunday,11,November,4,2024,FY2024-P11,2024,True,N
20241118,2024-11-18,1,Monday,11,November,4,2024,FY2024-P11,2024,False,N
20241119,2024-11-19,2,Tuesday,11,November,4,2024,FY2024-P11,2024,False,N
20241120,2024-11-20,3,Wednesday,11,November,4,2024,FY2024-P11,2024,False,N
20241121,2024-11-21,4,Thursday,11,November,4,2024,FY2024-P11,2024,False,N
20241122,2024-11-22,5,Friday,11,November,4,2024,FY2024-P11,2024,False,N
20241123,2024-11-23,6,Saturday,11,November,4,2024,FY2024-P11,2024,True,N
20241124,2024-11-24,7,Sunday,11,November,4,2024,FY2024-P11,2024,True,N
20241125,2024-11-25,1,Monday,11,November,4,2024,FY2024-P11,2024,False,N
20241126,2024-11-26,2,Tuesday,11,November,4,2024,FY2024-P11,2024,False,N
20241127,2024-11-27,3,Wednesday,11,November,4,2024,FY2024-P11,2024,False,N
20241128,2024-11-28,4,Thursday,11,November,4,2024,FY2024-P11,2024,False,N
20241129,2024-11-29,5,Friday,11,November,4,2024,FY2024-P11,2024,False,N
20241130,2024-11-30,6,Saturday,11,November,4,2024,FY2024-P11,2024,True,N
20241201,2024-12-01,7,Sunday,12,December,4,2024,FY2024-P12,2024,True,N
20241202,2024-12-02,1,Monday,12,December,4,2024,FY2024-P12,2024,False,N
20241203,2024-12-03,2,Tuesday,12,December,4,2024,FY2024-P12,2024,False,N
20241204,2024-12-04,3,Wednesday,12,December,4,2024,FY2024-P12,2024,False,N
20241205,2024-12-05,4,Thursday,12,December,4,2024,FY2024-P12,2024,False,N
20241206,2024-12-06,5,Friday,12,December,4,2024,FY2024-P12,2024,False,N
20241207,2024-12-07,6,Saturday,12,December,4,2024,FY2024-P12,2024,True,N
20241208,2024-12-08,7,Sunday,12,December,4,2024,FY2024-P12,2024,True,N
20241209,2024-12-09,1,Monday,12,December,4,2024,FY2024-P12,2024,False,N
20241210,2024-12-10,2,Tuesday,12,December,4,2024,FY2024-P12,2024,False,N
20241211,2024-12-11,3,Wednesday,12,December,4,2024,FY2024-P12,2024,False,N
20241212,2024-12-12,4,Thursday,12,December,4,2024,FY2024-P12,2024,False,N
20241213,2024-12-13,5,Friday,12,December,4,2024,FY2024-P12,2024,False,N
20241214,2024-12-14,6,Saturday,12,December,4,2024,FY2024-P12,2024,True,N
20241215,2024-12-15,7,Sunday,12,December,4,2024,FY2024-P12,2024,True,N
20241216,2024-12-16,1,Monday,12,December,4,2024,FY2024-P12,2024,False,N
20241217,2024-12-17,2,Tuesday,12,December,4,2024,FY2024-P12,2024,False,N
20241218,2024-12-18,3,Wednesday,12,December,4,2024,FY2024-P12,2024,False,N
20241219,2024-12-19,4,Thursday,12,December,4,2024,FY2024-P12,2024,False,N
20241220,2024-12-20,5,Friday,12,December,4,2024,FY2024-P12,2024,False,N
20241221,2024-12-21,6,Saturday,12,December,4,2024,FY2024-P12,2024,True,N
20241222,2024-12-22,7,Sunday,12,December,4,2024,FY2024-P12,2024,True,N
20241223,2024-12-23,1,Monday,12,December,4,2024,FY2024-P12,2024,False,N
20241224,2024-12-24,2,Tuesday,12,December,4,2024,FY2024-P12,2024,False,N
20241225,2024-12-25,3,Wednesday,12,December,4,2024,FY2024-P12,2024,False,N
20241226,2024-12-26,4,Thursday,12,December,4,2024,FY2024-P12,2024,False,N
20241227,2024-12-27,5,Friday,12,December,4,2024,FY2024-P12,2024,False,N
20241228,2024-12-28,6,Saturday,12,December,4,2024,FY2024-P12,2024,True,N
20241229,2024-12-29,7,Sunday,12,December,4,2024,FY2024-P12,2024,True,N
20241230,2024-12-30,1,Monday,12,December,4,2024,FY2024-P12,2024,False,N
20241231,2024-12-31,2,Tuesday,12,December,4,2024,FY2024-P12,2024,False,N
20250101,2025-01-01,3,Wednesday,1,January,1,2025,FY2025-P01,2025,False,N
20250102,2025-01-02,4,Thursday,1,January,1,2025,FY2025-P01,2025,False,N
20250103,2025-01-03,5,Friday,1,January,1,2025,FY2025-P01,2025,False,N
20250104,2025-01-04,6,Saturday,1,January,1,2025,FY2025-P01,2025,True,N
20250105,2025-01-05,7,Sunday,1,January,1,2025,FY2025-P01,2025,True,N
20250106,2025-01-06,1,Monday,1,January,1,2025,FY2025-P01,2025,False,N
20250107,2025-01-07,2,Tuesday,1,January,1,2025,FY2025-P01,2025,False,N
20250108,2025-01-08,3,Wednesday,1,January,1,2025,FY2025-P01,2025,False,N
20250109,2025-01-09,4,Thursday,1,January,1,2025,FY2025-P01,2025,False,N
20250110,2025-01-10,5,Friday,1,January,1,2025,FY2025-P01,2025,False,N
20250111,2025-01-11,6,Saturday,1,January,1,2025,FY2025-P01,2025,True,N
20250112,2025-01-12,7,Sunday,1,January,1,2025,FY2025-P01,2025,True,N
20250113,2025-01-13,1,Monday,1,January,1,2025,FY2025-P01,2025,False,N
20250114,2025-01-14,2,Tuesday,1,January,1,2025,FY2025-P01,2025,False,N
20250115,2025-01-15,3,Wednesday,1,January,1,2025,FY2025-P01,2025,False,N
20250116,2025-01-16,4,Thursday,1,January,1,2025,FY2025-P01,2025,False,N
20250117,2025-01-17,5,Friday,1,January,1,2025,FY2025-P01,2025,False,N
20250118,2025-01-18,6,Saturday,1,January,1,2025,FY2025-P01,2025,True,N
20250119,2025-01-19,7,Sunday,1,January,1,2025,FY2025-P01,2025,True,N
20250120,2025-01-20,1,Monday,1,January,1,2025,FY2025-P01,2025,False,N
20250121,2025-01-21,2,Tuesday,1,January,1,2025,FY2025-P01,2025,False,N
20250122,2025-01-22,3,Wednesday,1,January,1,2025,FY2025-P01,2025,False,N
20250123,2025-01-23,4,Thursday,1,January,1,2025,FY2025-P01,2025,False,N
20250124,2025-01-24,5,Friday,1,January,1,2025,FY2025-P01,2025,False,N
20250125,2025-01-25,6,Saturday,1,January,1,2025,FY2025-P01,2025,True,N
20250126,2025-01-26,7,Sunday,1,January,1,2025,FY2025-P01,2025,True,N
20250127,2025-01-27,1,Monday,1,January,1,2025,FY2025-P01,2025,False,N
20250128,2025-01-28,2,Tuesday,1,January,1,2025,FY2025-P01,2025,False,N
20250129,2025-01-29,3,Wednesday,1,January,1,2025,FY2025-P01,2025,False,N
20250130,2025-01-30,4,Thursday,1,January,1,2025,FY2025-P01,2025,False,N
20250131,2025-01-31,5,Friday,1,January,1,2025,FY2025-P01,2025,False,N
20250201,2025-02-01,6,Saturday,2,February,1,2025,FY2025-P02,2025,True,N
20250202,2025-02-02,7,Sunday,2,February,1,2025,FY2025-P02,2025,True,N
20250203,2025-02-03,1,Monday,2,February,1,2025,FY2025-P02,2025,False,N
20250204,2025-02-04,2,Tuesday,2,February,1,2025,FY2025-P02,2025,False,N
20250205,2025-02-05,3,Wednesday,2,February,1,2025,FY2025-P02,2025,False,N
20250206,2025-02-06,4,Thursday,2,February,1,2025,FY2025-P02,2025,False,N
20250207,2025-02-07,5,Friday,2,February,1,2025,FY2025-P02,2025,False,N
20250208,2025-02-08,6,Saturday,2,February,1,2025,FY2025-P02,2025,True,N
20250209,2025-02-09,7,Sunday,2,February,1,2025,FY2025-P02,2025,True,N
20250210,2025-02-10,1,Monday,2,February,1,2025,FY2025-P02,2025,False,N
20250211,2025-02-11,2,Tuesday,2,February,1,2025,FY2025-P02,2025,False,N
20250212,2025-02-12,3,Wednesday,2,February,1,2025,FY2025-P02,2025,False,N
20250213,2025-02-13,4,Thursday,2,February,1,2025,FY2025-P02,2025,False,N
20250214,2025-02-14,5,Friday,2,February,1,2025,FY2025-P02,2025,False,N
20250215,2025-02-15,6,Saturday,2,February,1,2025,FY2025-P02,2025,True,N
20250216,2025-02-16,7,Sunday,2,February,1,2025,FY2025-P02,2025,True,N
20250217,2025-02-17,1,Monday,2,February,1,2025,FY2025-P02,2025,False,N
20250218,2025-02-18,2,Tuesday,2,February,1,2025,FY2025-P02,2025,False,N
20250219,2025-02-19,3,Wednesday,2,February,1,2025,FY2025-P02,2025,False,N
20250220,2025-02-20,4,Thursday,2,February,1,2025,FY2025-P02,2025,False,N
20250221,2025-02-21,5,Friday,2,February,1,2025,FY2025-P02,2025,False,N
20250222,2025-02-22,6,Saturday,2,February,1,2025,FY2025-P02,2025,True,N
20250223,2025-02-23,7,Sunday,2,February,1,2025,FY2025-P02,2025,True,N
20250224,2025-02-24,1,Monday,2,February,1,2025,FY2025-P02,2025,False,N
20250225,2025-02-25,2,Tuesday,2,February,1,2025,FY2025-P02,2025,False,N
20250226,2025-02-26,3,Wednesday,2,February,1,2025,FY2025-P02,2025,False,N
20250227,2025-02-27,4,Thursday,2,February,1,2025,FY2025-P02,2025,False,N
20250228,2025-02-28,5,Friday,2,February,1,2025,FY2025-P02,2025,False,N
20250301,2025-03-01,6,Saturday,3,March,1,2025,FY2025-P03,2025,True,N
20250302,2025-03-02,7,Sunday,3,March,1,2025,FY2025-P03,2025,True,N
20250303,2025-03-03,1,Monday,3,March,1,2025,FY2025-P03,2025,False,N
20250304,2025-03-04,2,Tuesday,3,March,1,2025,FY2025-P03,2025,False,N
20250305,2025-03-05,3,Wednesday,3,March,1,2025,FY2025-P03,2025,False,N
20250306,2025-03-06,4,Thursday,3,March,1,2025,FY2025-P03,2025,False,N
20250307,2025-03-07,5,Friday,3,March,1,2025,FY2025-P03,2025,False,N
20250308,2025-03-08,6,Saturday,3,March,1,2025,FY2025-P03,2025,True,N
20250309,2025-03-09,7,Sunday,3,March,1,2025,FY2025-P03,2025,True,N
20250310,2025-03-10,1,Monday,3,March,1,2025,FY2025-P03,2025,False,N
20250311,2025-03-11,2,Tuesday,3,March,1,2025,FY2025-P03,2025,False,N
20250312,2025-03-12,3,Wednesday,3,March,1,2025,FY2025-P03,2025,False,N
20250313,2025-03-13,4,Thursday,3,March,1,2025,FY2025-P03,2025,False,N
20250314,2025-03-14,5,Friday,3,March,1,2025,FY2025-P03,2025,False,N
20250315,2025-03-15,6,Saturday,3,March,1,2025,FY2025-P03,2025,True,N
20250316,2025-03-16,7,Sunday,3,March,1,2025,FY2025-P03,2025,True,N
20250317,2025-03-17,1,Monday,3,March,1,2025,FY2025-P03,2025,False,N
20250318,2025-03-18,2,Tuesday,3,March,1,2025,FY2025-P03,2025,False,N
20250319,2025-03-19,3,Wednesday,3,March,1,2025,FY2025-P03,2025,False,N
20250320,2025-03-20,4,Thursday,3,March,1,2025,FY2025-P03,2025,False,N
20250321,2025-03-21,5,Friday,3,March,1,2025,FY2025-P03,2025,False,N
20250322,2025-03-22,6,Saturday,3,March,1,2025,FY2025-P03,2025,True,N
20250323,2025-03-23,7,Sunday,3,March,1,2025,FY2025-P03,2025,True,N
20250324,2025-03-24,1,Monday,3,March,1,2025,FY2025-P03,2025,False,N
20250325,2025-03-25,2,Tuesday,3,March,1,2025,FY2025-P03,2025,False,N
20250326,2025-03-26,3,Wednesday,3,March,1,2025,FY2025-P03,2025,False,N
20250327,2025-03-27,4,Thursday,3,March,1,2025,FY2025-P03,2025,False,N
20250328,2025-03-28,5,Friday,3,March,1,2025,FY2025-P03,2025,False,N
20250329,2025-03-29,6,Saturday,3,March,1,2025,FY2025-P03,2025,True,N
20250330,2025-03-30,7,Sunday,3,March,1,2025,FY2025-P03,2025,True,N
20250331,2025-03-31,1,Monday,3,March,1,2025,FY2025-P03,2025,False,N
20250401,2025-04-01,2,Tuesday,4,April,2,2025,FY2025-P04,2025,False,N
20250402,2025-04-02,3,Wednesday,4,April,2,2025,FY2025-P04,2025,False,N
20250403,2025-04-03,4,Thursday,4,April,2,2025,FY2025-P04,2025,False,N
20250404,2025-04-04,5,Friday,4,April,2,2025,FY2025-P04,2025,False,N
20250405,2025-04-05,6,Saturday,4,April,2,2025,FY2025-P04,2025,True,N
20250406,2025-04-06,7,Sunday,4,April,2,2025,FY2025-P04,2025,True,N
20250407,2025-04-07,1,Monday,4,April,2,2025,FY2025-P04,2025,False,N
20250408,2025-04-08,2,Tuesday,4,April,2,2025,FY2025-P04,2025,False,N
20250409,2025-04-09,3,Wednesday,4,April,2,2025,FY2025-P04,2025,False,N
20250410,2025-04-10,4,Thursday,4,April,2,2025,FY2025-P04,2025,False,N
20250411,2025-04-11,5,Friday,4,April,2,2025,FY2025-P04,2025,False,N
20250412,2025-04-12,6,Saturday,4,April,2,2025,FY2025-P04,2025,True,N
20250413,2025-04-13,7,Sunday,4,April,2,2025,FY2025-P04,2025,True,N
20250414,2025-04-14,1,Monday,4,April,2,2025,FY2025-P04,2025,False,N
20250415,2025-04-15,2,Tuesday,4,April,2,2025,FY2025-P04,2025,False,N
20250416,2025-04-16,3,Wednesday,4,April,2,2025,FY2025-P04,2025,False,N
20250417,2025-04-17,4,Thursday,4,April,2,2025,FY2025-P04,2025,False,N
20250418,2025-04-18,5,Friday,4,April,2,2025,FY2025-P04,2025,False,N
20250419,2025-04-19,6,Saturday,4,April,2,2025,FY2025-P04,2025,True,N
20250420,2025-04-20,7,Sunday,4,April,2,2025,FY2025-P04,2025,True,N
20250421,2025-04-21,1,Monday,4,April,2,2025,FY2025-P04,2025,False,N
20250422,2025-04-22,2,Tuesday,4,April,2,2025,FY2025-P04,2025,False,N
20250423,2025-04-23,3,Wednesday,4,April,2,2025,FY2025-P04,2025,False,N
20250424,2025-04-24,4,Thursday,4,April,2,2025,FY2025-P04,2025,False,N
20250425,2025-04-25,5,Friday,4,April,2,2025,FY2025-P04,2025,False,N
20250426,2025-04-26,6,Saturday,4,April,2,2025,FY2025-P04,2025,True,N
20250427,2025-04-27,7,Sunday,4,April,2,2025,FY2025-P04,2025,True,N
20250428,2025-04-28,1,Monday,4,April,2,2025,FY2025-P04,2025,False,N
20250429,2025-04-29,2,Tuesday,4,April,2,2025,FY2025-P04,2025,False,N
20250430,2025-04-30,3,Wednesday,4,April,2,2025,FY2025-P04,2025,False,N
20250501,2025-05-01,4,Thursday,5,May,2,2025,FY2025-P05,2025,False,N
20250502,2025-05-02,5,Friday,5,May,2,2025,FY2025-P05,2025,False,N
20250503,2025-05-03,6,Saturday,5,May,2,2025,FY2025-P05,2025,True,N
20250504,2025-05-04,7,Sunday,5,May,2,2025,FY2025-P05,2025,True,N
20250505,2025-05-05,1,Monday,5,May,2,2025,FY2025-P05,2025,False,N
20250506,2025-05-06,2,Tuesday,5,May,2,2025,FY2025-P05,2025,False,N
20250507,2025-05-07,3,Wednesday,5,May,2,2025,FY2025-P05,2025,False,N
20250508,2025-05-08,4,Thursday,5,May,2,2025,FY2025-P05,2025,False,N
20250509,2025-05-09,5,Friday,5,May,2,2025,FY2025-P05,2025,False,N
20250510,2025-05-10,6,Saturday,5,May,2,2025,FY2025-P05,2025,True,N
20250511,2025-05-11,7,Sunday,5,May,2,2025,FY2025-P05,2025,True,N
20250512,2025-05-12,1,Monday,5,May,2,2025,FY2025-P05,2025,False,N
20250513,2025-05-13,2,Tuesday,5,May,2,2025,FY2025-P05,2025,False,N
20250514,2025-05-14,3,Wednesday,5,May,2,2025,FY2025-P05,2025,False,N
20250515,2025-05-15,4,Thursday,5,May,2,2025,FY2025-P05,2025,False,N
20250516,2025-05-16,5,Friday,5,May,2,2025,FY2025-P05,2025,False,N
20250517,2025-05-17,6,Saturday,5,May,2,2025,FY2025-P05,2025,True,N
20250518,2025-05-18,7,Sunday,5,May,2,2025,FY2025-P05,2025,True,N
20250519,2025-05-19,1,Monday,5,May,2,2025,FY2025-P05,2025,False,N
20250520,2025-05-20,2,Tuesday,5,May,2,2025,FY2025-P05,2025,False,N
20250521,2025-05-21,3,Wednesday,5,May,2,2025,FY2025-P05,2025,False,N
20250522,2025-05-22,4,Thursday,5,May,2,2025,FY2025-P05,2025,False,N
20250523,2025-05-23,5,Friday,5,May,2,2025,FY2025-P05,2025,False,N
20250524,2025-05-24,6,Saturday,5,May,2,2025,FY2025-P05,2025,True,N
20250525,2025-05-25,7,Sunday,5,May,2,2025,FY2025-P05,2025,True,N
20250526,2025-05-26,1,Monday,5,May,2,2025,FY2025-P05,2025,False,N
20250527,2025-05-27,2,Tuesday,5,May,2,2025,FY2025-P05,2025,False,N
20250528,2025-05-28,3,Wednesday,5,May,2,2025,FY2025-P05,2025,False,N
20250529,2025-05-29,4,Thursday,5,May,2,2025,FY2025-P05,2025,False,N
20250530,2025-05-30,5,Friday,5,May,2,2025,FY2025-P05,2025,False,N
20250531,2025-05-31,6,Saturday,5,May,2,2025,FY2025-P05,2025,True,N
20250601,2025-06-01,7,Sunday,6,June,2,2025,FY2025-P06,2025,True,N
20250602,2025-06-02,1,Monday,6,June,2,2025,FY2025-P06,2025,False,N
20250603,2025-06-03,2,Tuesday,6,June,2,2025,FY2025-P06,2025,False,N
20250604,2025-06-04,3,Wednesday,6,June,2,2025,FY2025-P06,2025,False,N
20250605,2025-06-05,4,Thursday,6,June,2,2025,FY2025-P06,2025,False,N
20250606,2025-06-06,5,Friday,6,June,2,2025,FY2025-P06,2025,False,N
20250607,2025-06-07,6,Saturday,6,June,2,2025,FY2025-P06,2025,True,N
20250608,2025-06-08,7,Sunday,6,June,2,2025,FY2025-P06,2025,True,N
20250609,2025-06-09,1,Monday,6,June,2,2025,FY2025-P06,2025,False,N
20250610,2025-06-10,2,Tuesday,6,June,2,2025,FY2025-P06,2025,False,N
20250611,2025-06-11,3,Wednesday,6,June,2,2025,FY2025-P06,2025,False,N
20250612,2025-06-12,4,Thursday,6,June,2,2025,FY2025-P06,2025,False,N
20250613,2025-06-13,5,Friday,6,June,2,2025,FY2025-P06,2025,False,N
20250614,2025-06-14,6,Saturday,6,June,2,2025,FY2025-P06,2025,True,N
20250615,2025-06-15,7,Sunday,6,June,2,2025,FY2025-P06,2025,True,N
20250616,2025-06-16,1,Monday,6,June,2,2025,FY2025-P06,2025,False,N
20250617,2025-06-17,2,Tuesday,6,June,2,2025,FY2025-P06,2025,False,N
20250618,2025-06-18,3,Wednesday,6,June,2,2025,FY2025-P06,2025,False,N
20250619,2025-06-19,4,Thursday,6,June,2,2025,FY2025-P06,2025,False,N
20250620,2025-06-20,5,Friday,6,June,2,2025,FY2025-P06,2025,False,N
20250621,2025-06-21,6,Saturday,6,June,2,2025,FY2025-P06,2025,True,N
20250622,2025-06-22,7,Sunday,6,June,2,2025,FY2025-P06,2025,True,N
20250623,2025-06-23,1,Monday,6,June,2,2025,FY2025-P06,2025,False,N
20250624,2025-06-24,2,Tuesday,6,June,2,2025,FY2025-P06,2025,False,N
20250625,2025-06-25,3,Wednesday,6,June,2,2025,FY2025-P06,2025,False,N
20250626,2025-06-26,4,Thursday,6,June,2,2025,FY2025-P06,2025,False,N
20250627,2025-06-27,5,Friday,6,June,2,2025,FY2025-P06,2025,False,N
20250628,2025-06-28,6,Saturday,6,June,2,2025,FY2025-P06,2025,True,N
20250629,2025-06-29,7,Sunday,6,June,2,2025,FY2025-P06,2025,True,N
20250630,2025-06-30,1,Monday,6,June,2,2025,FY2025-P06,2025,False,N
20250701,2025-07-01,2,Tuesday,7,July,3,2025,FY2025-P07,2025,False,N
20250702,2025-07-02,3,Wednesday,7,July,3,2025,FY2025-P07,2025,False,N
20250703,2025-07-03,4,Thursday,7,July,3,2025,FY2025-P07,2025,False,N
20250704,2025-07-04,5,Friday,7,July,3,2025,FY2025-P07,2025,False,N
20250705,2025-07-05,6,Saturday,7,July,3,2025,FY2025-P07,2025,True,N
20250706,2025-07-06,7,Sunday,7,July,3,2025,FY2025-P07,2025,True,N
20250707,2025-07-07,1,Monday,7,July,3,2025,FY2025-P07,2025,False,N
20250708,2025-07-08,2,Tuesday,7,July,3,2025,FY2025-P07,2025,False,N
20250709,2025-07-09,3,Wednesday,7,July,3,2025,FY2025-P07,2025,False,N
20250710,2025-07-10,4,Thursday,7,July,3,2025,FY2025-P07,2025,False,N
20250711,2025-07-11,5,Friday,7,July,3,2025,FY2025-P07,2025,False,N
20250712,2025-07-12,6,Saturday,7,July,3,2025,FY2025-P07,2025,True,N
20250713,2025-07-13,7,Sunday,7,July,3,2025,FY2025-P07,2025,True,N
20250714,2025-07-14,1,Monday,7,July,3,2025,FY2025-P07,2025,False,N
20250715,2025-07-15,2,Tuesday,7,July,3,2025,FY2025-P07,2025,False,N
20250716,2025-07-16,3,Wednesday,7,July,3,2025,FY2025-P07,2025,False,N
20250717,2025-07-17,4,Thursday,7,July,3,2025,FY2025-P07,2025,False,N
20250718,2025-07-18,5,Friday,7,July,3,2025,FY2025-P07,2025,False,N
20250719,2025-07-19,6,Saturday,7,July,3,2025,FY2025-P07,2025,True,N
20250720,2025-07-20,7,Sunday,7,July,3,2025,FY2025-P07,2025,True,N
20250721,2025-07-21,1,Monday,7,July,3,2025,FY2025-P07,2025,False,N
20250722,2025-07-22,2,Tuesday,7,July,3,2025,FY2025-P07,2025,False,N
20250723,2025-07-23,3,Wednesday,7,July,3,2025,FY2025-P07,2025,False,N
20250724,2025-07-24,4,Thursday,7,July,3,2025,FY2025-P07,2025,False,N
20250725,2025-07-25,5,Friday,7,July,3,2025,FY2025-P07,2025,False,N
20250726,2025-07-26,6,Saturday,7,July,3,2025,FY2025-P07,2025,True,N
20250727,2025-07-27,7,Sunday,7,July,3,2025,FY2025-P07,2025,True,N
20250728,2025-07-28,1,Monday,7,July,3,2025,FY2025-P07,2025,False,N
20250729,2025-07-29,2,Tuesday,7,July,3,2025,FY2025-P07,2025,False,N
20250730,2025-07-30,3,Wednesday,7,July,3,2025,FY2025-P07,2025,False,N
20250731,2025-07-31,4,Thursday,7,July,3,2025,FY2025-P07,2025,False,N
20250801,2025-08-01,5,Friday,8,August,3,2025,FY2025-P08,2025,False,N
20250802,2025-08-02,6,Saturday,8,August,3,2025,FY2025-P08,2025,True,N
20250803,2025-08-03,7,Sunday,8,August,3,2025,FY2025-P08,2025,True,N
20250804,2025-08-04,1,Monday,8,August,3,2025,FY2025-P08,2025,False,N
20250805,2025-08-05,2,Tuesday,8,August,3,2025,FY2025-P08,2025,False,N
20250806,2025-08-06,3,Wednesday,8,August,3,2025,FY2025-P08,2025,False,N
20250807,2025-08-07,4,Thursday,8,August,3,2025,FY2025-P08,2025,False,N
20250808,2025-08-08,5,Friday,8,August,3,2025,FY2025-P08,2025,False,N
20250809,2025-08-09,6,Saturday,8,August,3,2025,FY2025-P08,2025,True,N
20250810,2025-08-10,7,Sunday,8,August,3,2025,FY2025-P08,2025,True,N
20250811,2025-08-11,1,Monday,8,August,3,2025,FY2025-P08,2025,False,N
20250812,2025-08-12,2,Tuesday,8,August,3,2025,FY2025-P08,2025,False,N
20250813,2025-08-13,3,Wednesday,8,August,3,2025,FY2025-P08,2025,False,N
20250814,2025-08-14,4,Thursday,8,August,3,2025,FY2025-P08,2025,False,N
20250815,2025-08-15,5,Friday,8,August,3,2025,FY2025-P08,2025,False,N
20250816,2025-08-16,6,Saturday,8,August,3,2025,FY2025-P08,2025,True,N
20250817,2025-08-17,7,Sunday,8,August,3,2025,FY2025-P08,2025,True,N
20250818,2025-08-18,1,Monday,8,August,3,2025,FY2025-P08,2025,False,N
20250819,2025-08-19,2,Tuesday,8,August,3,2025,FY2025-P08,2025,False,N
20250820,2025-08-20,3,Wednesday,8,August,3,2025,FY2025-P08,2025,False,N
20250821,2025-08-21,4,Thursday,8,August,3,2025,FY2025-P08,2025,False,N
20250822,2025-08-22,5,Friday,8,August,3,2025,FY2025-P08,2025,False,N
20250823,2025-08-23,6,Saturday,8,August,3,2025,FY2025-P08,2025,True,N
20250824,2025-08-24,7,Sunday,8,August,3,2025,FY2025-P08,2025,True,N
20250825,2025-08-25,1,Monday,8,August,3,2025,FY2025-P08,2025,False,N
20250826,2025-08-26,2,Tuesday,8,August,3,2025,FY2025-P08,2025,False,N
20250827,2025-08-27,3,Wednesday,8,August,3,2025,FY2025-P08,2025,False,N
20250828,2025-08-28,4,Thursday,8,August,3,2025,FY2025-P08,2025,False,N
20250829,2025-08-29,5,Friday,8,August,3,2025,FY2025-P08,2025,False,N
20250830,2025-08-30,6,Saturday,8,August,3,2025,FY2025-P08,2025,True,N
20250831,2025-08-31,7,Sunday,8,August,3,2025,FY2025-P08,2025,True,N
20250901,2025-09-01,1,Monday,9,September,3,2025,FY2025-P09,2025,False,N
20250902,2025-09-02,2,Tuesday,9,September,3,2025,FY2025-P09,2025,False,N
20250903,2025-09-03,3,Wednesday,9,September,3,2025,FY2025-P09,2025,False,N
20250904,2025-09-04,4,Thursday,9,September,3,2025,FY2025-P09,2025,False,N
20250905,2025-09-05,5,Friday,9,September,3,2025,FY2025-P09,2025,False,N
20250906,2025-09-06,6,Saturday,9,September,3,2025,FY2025-P09,2025,True,N
20250907,2025-09-07,7,Sunday,9,September,3,2025,FY2025-P09,2025,True,N
20250908,2025-09-08,1,Monday,9,September,3,2025,FY2025-P09,2025,False,N
20250909,2025-09-09,2,Tuesday,9,September,3,2025,FY2025-P09,2025,False,N
20250910,2025-09-10,3,Wednesday,9,September,3,2025,FY2025-P09,2025,False,N
20250911,2025-09-11,4,Thursday,9,September,3,2025,FY2025-P09,2025,False,N
20250912,2025-09-12,5,Friday,9,September,3,2025,FY2025-P09,2025,False,N
20250913,2025-09-13,6,Saturday,9,September,3,2025,FY2025-P09,2025,True,N
20250914,2025-09-14,7,Sunday,9,September,3,2025,FY2025-P09,2025,True,N
20250915,2025-09-15,1,Monday,9,September,3,2025,FY2025-P09,2025,False,N
20250916,2025-09-16,2,Tuesday,9,September,3,2025,FY2025-P09,2025,False,N
20250917,2025-09-17,3,Wednesday,9,September,3,2025,FY2025-P09,2025,False,N
20250918,2025-09-18,4,Thursday,9,September,3,2025,FY2025-P09,2025,False,N
20250919,2025-09-19,5,Friday,9,September,3,2025,FY2025-P09,2025,False,N
